multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa,exceso_velocidad_real,exceso_velocidad,imagen,patente_imagen,ratio
1097,M431ZW,1932-01-01,00:00,69.0,60,AV LIBERTADOR,R02,PAGADA,9.0,6.0,urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
1156,M431ZW,1932-01-01,00:00,114.0,60,AV SIEMPRE VIVA,R03,PAGADA,54.0,51.0,urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
1263,M431ZW,1932-01-01,00:00,120.0,60,RUTA 9,R03,APELADA,60.0,57.0,urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
1264,M431ZW,2021-09-19,08:50,132.0,60,AV LIBERTADOR,R01,ERROR,72.0,69.0,urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
1424,M431ZW,2023-11-09,19:01,96.0,80,AV SIEMPRE VIVA,R02,ERROR,16.0,12.0,urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
1596,M431ZW,1932-01-01,00:00,122.0,80,AV SIEMPRE VIVA,R02,IMPAGA,42.0,38.0,urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
1720,M431ZW,1932-01-01,00:00,86.0,60,AV LIBERTADOR,R01,ERROR,26.0,23.0,urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
1904,M431ZW,1932-01-01,00:00,66.0,40,AV SIEMPRE VIVA,,APELADA,26.0,24.0,urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
1921,M431ZW,1932-01-01,09:19,105.0,60,AV SIEMPRE VIVA,R03,PAGADA,45.0,42.0,urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
1985,M431ZW,1932-01-01,19:25,137.0,80,AV SIEMPRE VIVA,R01,ERROR,57.0,53.0,urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
2017,M431ZW,1932-01-01,00:00,122.0,80,RUTA 9,R03,ERROR,42.0,38.0,urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
2186,M431ZW,2022-05-28,15:17,115.0,40,AV LIBERTADOR,,ERROR,75.0,73.0,urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
2213,M431ZW,1932-01-01,00:00,108.0,80,AV LIBERTADOR,R01,IMPAGA,28.0,24.0,urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
2310,M431ZW,2022-02-25,00:00,89.0,80,AV LIBERTADOR,R01,ERROR,9.0,5.0,urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
2396,M431ZW,1932-01-01,19:42,157.0,80,AV SIEMPRE VIVA,R01,ERROR,77.0,73.0,urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
2397,M431ZW,1932-01-01,15:26,118.0,80,AV LIBERTADOR,R02,IMPAGA,38.0,34.0,urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
2648,M431ZW,1932-01-01,15:33,89.0,80,RUTA 9,R01,ERROR,9.0,5.0,urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
2750,M431ZW,1932-01-01,00:00,75.0,60,AV SIEMPRE VIVA,,IMPAGA,15.0,12.0,urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
2873,M431ZW,1932-01-01,00:00,59.0,40,AV SIEMPRE VIVA,,ERROR,19.0,17.0,urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
2878,M431ZW,1932-01-01,20:03,70.0,60,AV SIEMPRE VIVA,R02,PAGADA,10.0,7.0,urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
2911,M431ZW,2023-10-10,00:00,68.0,40,AV SIEMPRE VIVA,R01,IMPAGA,28.0,26.0,urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
3202,M431ZW,2020-01-03,15:54,120.0,40,AV LIBERTADOR,,APELADA,80.0,78.0,urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
3225,M431ZW,1932-01-01,10:10,155.0,80,AV SIEMPRE VIVA,R02,PAGADA,75.0,71.0,urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
3451,M431ZW,1932-01-01,20:27,97.0,60,AV SIEMPRE VIVA,R02,PAGADA,37.0,34.0,urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
3792,M431ZW,1932-01-01,20:41,143.0,80,RUTA 9,R01,APELADA,63.0,59.0,urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
3808,M431ZW,1932-01-01,10:36,76.0,40,AV LIBERTADOR,R03,APELADA,36.0,34.0,urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
3827,M431ZW,1932-01-01,16:18,58.0,40,RUTA 9,R03,IMPAGA,18.0,16.0,urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
79,MVU4688,1932-01-01,08:04,96.0,60,AV SIEMPRE VIVA,R02,ERROR,36.0,33.0,urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
90,MVU4688,1932-01-01,18:04,49.0,40,RUTA 9,,PAGADA,9.0,7.0,urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
140,MVU4688,1932-01-01,00:00,110.0,60,AV LIBERTADOR,R03,PAGADA,50.0,47.0,urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
164,MVU4688,1932-01-01,00:00,97.0,80,RUTA 9,R03,PAGADA,17.0,13.0,urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
408,MVU4688,1932-01-01,18:18,91.0,40,AV LIBERTADOR,R02,IMPAGA,51.0,49.0,urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
795,MVU4688,1932-01-01,14:28,152.0,80,AV SIEMPRE VIVA,,APELADA,72.0,68.0,urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
897,MVU4688,2023-09-01,08:33,90.0,60,AV LIBERTADOR,R03,IMPAGA,30.0,27.0,urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
975,MVU4688,1932-01-01,18:43,132.0,60,AV LIBERTADOR,R03,ERROR,72.0,69.0,urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
1032,MVU4688,2020-01-22,00:00,138.0,60,RUTA 9,R03,IMPAGA,78.0,75.0,urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
1337,MVU4688,1932-01-01,18:57,122.0,60,AV LIBERTADOR,R03,IMPAGA,62.0,59.0,urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
1743,MVU4688,1932-01-01,19:16,72.0,40,AV SIEMPRE VIVA,R03,ERROR,32.0,30.0,urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
1778,MVU4688,1932-01-01,19:17,84.0,60,AV SIEMPRE VIVA,,IMPAGA,24.0,21.0,urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
1804,MVU4688,2023-03-21,09:13,97.0,80,AV SIEMPRE VIVA,R01,ERROR,17.0,13.0,urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
1833,MVU4688,1932-01-01,00:00,74.0,60,RUTA 9,R01,APELADA,14.0,11.0,urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
1865,MVU4688,1932-01-01,00:00,88.0,60,AV SIEMPRE VIVA,R02,IMPAGA,28.0,25.0,urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
1915,MVU4688,1932-01-01,15:10,79.0,60,AV SIEMPRE VIVA,R02,APELADA,19.0,16.0,urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
2278,MVU4688,1932-01-01,09:33,105.0,80,AV LIBERTADOR,,ERROR,25.0,21.0,urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
2394,MVU4688,1932-01-01,19:42,68.0,60,AV LIBERTADOR,R03,ERROR,8.0,5.0,urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
2466,MVU4688,1932-01-01,00:00,87.0,80,RUTA 9,R01,PAGADA,7.0,3.0,urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
2469,MVU4688,1932-01-01,00:00,106.0,40,RUTA 9,R03,PAGADA,66.0,64.0,urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
2853,MVU4688,1932-01-01,00:00,109.0,40,AV SIEMPRE VIVA,R02,PAGADA,69.0,67.0,urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
3053,MVU4688,1932-01-01,10:05,105.0,60,RUTA 9,R03,PAGADA,45.0,42.0,urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
3926,MVU4688,1932-01-01,20:47,130.0,60,AV LIBERTADOR,R01,PAGADA,70.0,67.0,urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
3961,MVU4688,2023-10-28,20:48,108.0,60,AV SIEMPRE VIVA,R01,ERROR,48.0,45.0,urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
17,5777770,1932-01-01,00:00,93.0,40,AV SIEMPRE VIVA,R02,APELADA,53.0,51.0,urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
82,5777770,1932-01-01,00:00,60.0,40,AV SIEMPRE VIVA,R01,PAGADA,20.0,18.0,urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
103,5777770,1932-01-01,00:00,91.0,60,AV LIBERTADOR,R03,ERROR,31.0,28.0,urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
200,5777770,2022-09-13,14:06,85.0,60,RUTA 9,R02,PAGADA,25.0,22.0,urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
218,5777770,1932-01-01,00:00,129.0,60,AV LIBERTADOR,R02,APELADA,69.0,66.0,urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
649,5777770,2023-12-25,00:00,104.0,60,RUTA 9,,IMPAGA,44.0,41.0,urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
1284,5777770,1932-01-01,18:56,64.0,40,AV SIEMPRE VIVA,R02,IMPAGA,24.0,22.0,urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
1525,5777770,1932-01-01,00:00,91.0,80,AV SIEMPRE VIVA,,ERROR,11.0,7.0,urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
1542,5777770,1932-01-01,00:00,88.0,60,AV LIBERTADOR,R02,APELADA,28.0,25.0,urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
1624,5777770,1932-01-01,00:00,106.0,60,AV LIBERTADOR,,APELADA,46.0,43.0,urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
2342,5777770,1932-01-01,00:00,126.0,80,AV LIBERTADOR,R03,IMPAGA,46.0,42.0,urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
2347,5777770,1932-01-01,00:00,129.0,60,RUTA 9,R03,PAGADA,69.0,66.0,urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
2476,5777770,2021-06-11,19:46,94.0,40,AV SIEMPRE VIVA,R01,APELADA,54.0,52.0,urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
2483,5777770,1932-01-01,00:00,95.0,40,RUTA 9,R03,ERROR,55.0,53.0,urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
2639,5777770,1932-01-01,00:00,78.0,40,AV LIBERTADOR,R03,IMPAGA,38.0,36.0,urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
2827,5777770,2022-08-26,00:00,146.0,80,AV SIEMPRE VIVA,,PAGADA,66.0,62.0,urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
2895,5777770,2023-09-30,15:42,85.0,40,AV LIBERTADOR,R03,IMPAGA,45.0,43.0,urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
3023,5777770,1932-01-01,15:47,75.0,40,AV LIBERTADOR,R03,PAGADA,35.0,33.0,urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
3350,5777770,1932-01-01,00:00,135.0,60,AV SIEMPRE VIVA,R02,PAGADA,75.0,72.0,urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
3485,5777770,1932-01-01,16:02,76.0,40,AV LIBERTADOR,R02,APELADA,36.0,34.0,urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
3532,5777770,1932-01-01,10:25,65.0,40,AV SIEMPRE VIVA,R02,APELADA,25.0,23.0,urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
3537,5777770,1932-01-01,10:26,80.0,40,AV SIEMPRE VIVA,R01,IMPAGA,40.0,38.0,urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
3905,5777770,1932-01-01,00:00,108.0,80,RUTA 9,R02,PAGADA,28.0,24.0,urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
3986,5777770,1932-01-01,00:00,48.0,40,AV LIBERTADOR,,PAGADA,8.0,6.0,urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
315,MPX9357,1932-01-01,00:00,104.0,60,AV LIBERTADOR,R03,IMPAGA,44.0,41.0,urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
493,MPX9357,1932-01-01,00:00,80.0,60,AV LIBERTADOR,R02,PAGADA,20.0,17.0,urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
639,MPX9357,2022-11-28,14:21,134.0,60,RUTA 9,R02,IMPAGA,74.0,71.0,urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
655,MPX9357,1932-01-01,14:22,137.0,80,AV SIEMPRE VIVA,,PAGADA,57.0,53.0,urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
731,MPX9357,1932-01-01,18:33,107.0,40,AV LIBERTADOR,,ERROR,67.0,65.0,urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
1194,MPX9357,1932-01-01,14:44,143.0,80,AV SIEMPRE VIVA,,ERROR,63.0,59.0,urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
1549,MPX9357,1932-01-01,14:57,74.0,40,AV SIEMPRE VIVA,R01,PAGADA,34.0,32.0,urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
1680,MPX9357,2022-06-01,09:08,151.0,80,AV LIBERTADOR,R03,APELADA,71.0,67.0,urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
2237,MPX9357,1932-01-01,15:19,84.0,60,AV LIBERTADOR,R01,APELADA,24.0,21.0,urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
2286,MPX9357,1932-01-01,09:34,66.0,40,RUTA 9,,IMPAGA,26.0,24.0,urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
2372,MPX9357,1932-01-01,15:25,128.0,80,RUTA 9,,PAGADA,48.0,44.0,urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
2465,MPX9357,2021-09-14,09:42,106.0,40,AV LIBERTADOR,R01,IMPAGA,66.0,64.0,urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
2671,MPX9357,1932-01-01,00:00,86.0,40,AV LIBERTADOR,R03,APELADA,46.0,44.0,urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
2714,MPX9357,1932-01-01,09:52,79.0,40,AV LIBERTADOR,R01,ERROR,39.0,37.0,urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
2796,MPX9357,1932-01-01,15:39,116.0,60,AV LIBERTADOR,R03,PAGADA,56.0,53.0,urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
3112,MPX9357,1932-01-01,00:00,69.0,40,AV LIBERTADOR,,ERROR,29.0,27.0,urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
3127,MPX9357,2020-01-26,00:00,50.0,40,AV LIBERTADOR,R02,ERROR,10.0,8.0,urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
3168,MPX9357,1932-01-01,20:14,43.0,40,RUTA 9,R01,APELADA,3.0,1.0,urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
3272,MPX9357,1932-01-01,00:00,115.0,80,RUTA 9,R01,APELADA,35.0,31.0,urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
3386,MPX9357,1932-01-01,20:25,89.0,80,AV SIEMPRE VIVA,R03,APELADA,9.0,5.0,urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
3518,MPX9357,1932-01-01,10:24,103.0,60,AV LIBERTADOR,R02,APELADA,43.0,40.0,urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
3584,MPX9357,1932-01-01,10:28,87.0,40,RUTA 9,R01,IMPAGA,47.0,45.0,urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
3586,MPX9357,2021-01-30,00:00,120.0,40,AV LIBERTADOR,R01,ERROR,80.0,78.0,urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
3590,MPX9357,1932-01-01,00:00,99.0,80,AV SIEMPRE VIVA,R03,ERROR,19.0,15.0,urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
3960,MPX9357,1932-01-01,00:00,124.0,60,AV LIBERTADOR,R03,APELADA,64.0,61.0,urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
61,VY90540,2022-11-08,00:00,99.0,80,RUTA 9,R01,ERROR,19.0,15.0,urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
191,VY90540,1932-01-01,08:08,98.0,60,RUTA 9,,IMPAGA,38.0,35.0,urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
248,VY90540,2020-08-30,18:11,123.0,60,AV LIBERTADOR,,ERROR,63.0,60.0,urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
298,VY90540,1932-01-01,00:00,99.0,80,RUTA 9,R01,ERROR,19.0,15.0,urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
433,VY90540,1932-01-01,08:16,66.0,60,RUTA 9,R03,APELADA,6.0,3.0,urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
509,VY90540,1932-01-01,14:16,143.0,80,RUTA 9,,ERROR,63.0,59.0,urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
544,VY90540,1932-01-01,18:25,101.0,80,AV SIEMPRE VIVA,,ERROR,21.0,17.0,urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
686,VY90540,1932-01-01,00:00,131.0,80,AV LIBERTADOR,,IMPAGA,51.0,47.0,urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
690,VY90540,2020-07-18,18:32,119.0,80,AV LIBERTADOR,,APELADA,39.0,35.0,urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
995,VY90540,1932-01-01,14:36,89.0,60,AV LIBERTADOR,R03,IMPAGA,29.0,26.0,urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
1035,VY90540,1932-01-01,08:41,118.0,40,AV LIBERTADOR,R02,PAGADA,78.0,76.0,urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
1326,VY90540,1932-01-01,18:57,145.0,80,AV LIBERTADOR,R03,APELADA,65.0,61.0,urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
1570,VY90540,1932-01-01,14:58,58.0,40,RUTA 9,R01,APELADA,18.0,16.0,urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
1956,VY90540,2022-06-21,00:00,46.0,40,RUTA 9,R02,ERROR,6.0,4.0,urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
1970,VY90540,1932-01-01,09:21,116.0,60,RUTA 9,R02,PAGADA,56.0,53.0,urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
2082,VY90540,1932-01-01,09:25,58.0,40,AV SIEMPRE VIVA,R02,ERROR,18.0,16.0,urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
2161,VY90540,2021-05-15,00:00,95.0,40,AV LIBERTADOR,R01,ERROR,55.0,53.0,urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
2637,VY90540,1932-01-01,09:49,55.0,40,AV LIBERTADOR,R02,APELADA,15.0,13.0,urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
2697,VY90540,1932-01-01,09:51,74.0,60,AV SIEMPRE VIVA,R02,APELADA,14.0,11.0,urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
2887,VY90540,1932-01-01,20:03,118.0,40,RUTA 9,R02,IMPAGA,78.0,76.0,urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
3066,VY90540,1932-01-01,20:10,102.0,40,AV LIBERTADOR,R02,PAGADA,62.0,60.0,urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
3236,VY90540,1932-01-01,20:19,71.0,60,AV SIEMPRE VIVA,R01,ERROR,11.0,8.0,urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
3242,VY90540,1932-01-01,00:00,94.0,40,AV LIBERTADOR,R02,PAGADA,54.0,52.0,urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
3432,VY90540,1932-01-01,10:21,127.0,80,RUTA 9,,APELADA,47.0,43.0,urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
3488,VY90540,1932-01-01,00:00,91.0,80,AV SIEMPRE VIVA,R01,PAGADA,11.0,7.0,urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
41,6611172,1932-01-01,08:02,109.0,60,AV LIBERTADOR,R02,PAGADA,49.0,46.0,urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
202,6611172,1932-01-01,18:09,137.0,60,RUTA 9,R03,ERROR,77.0,74.0,urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
204,6611172,2020-04-18,14:06,93.0,80,AV LIBERTADOR,R03,PAGADA,13.0,9.0,urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
249,6611172,1932-01-01,08:10,78.0,60,AV LIBERTADOR,R02,APELADA,18.0,15.0,urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
342,6611172,2023-12-03,00:00,79.0,40,AV LIBERTADOR,R03,APELADA,39.0,37.0,urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
488,6611172,1932-01-01,14:15,100.0,60,AV LIBERTADOR,R03,PAGADA,40.0,37.0,urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
564,6611172,1932-01-01,14:18,118.0,80,AV LIBERTADOR,R03,APELADA,38.0,34.0,urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
823,6611172,2022-02-01,08:31,136.0,80,AV LIBERTADOR,R03,ERROR,56.0,52.0,urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
